<UNK> 1.0	SPN
bannann 1.0	b  ɑ  n  ɑ̃  n  
ban-nou 1.0	bb an nn ou 
ban-nou 1.0	b  ɑ̃  n  u  
bannzil 1.0	bb an nn zz ii ll 
bannzil 1.0	b  ɑ̃  n  z  i  l  
bannzil-la 1.0	bb an nn zz ii ll ll aa 
bannzil-la 1.0	b  ɑ̃  n  z  i  l  l  ɑ  
ba-ou 1.0	bb aa ou 
ba-ou 1.0	b  ɑ  u  
baril 1.0	bb aa rr ii ll 
baril 1.0	b  ɑ  ʁ  i  l  
bas 1.0	bb aa 
bas 1.0	bb aa zz 
bas 1.0	b  ɑ  
bas 1.0	b  ɑ  z  
bastè 1.0	bb aa ss tt ai 
bastè 1.0	b  ɑ  s  t  ɛ  
bat 1.0	bb aa 
bat 1.0	bb aa tt 
bat 1.0	b  ɑ  
bat 1.0	b  ɑ  t  
bata-zendyèn 1.0	bb aa tt aa zz an dd yy ai nn 
bata-zendyèn 1.0	b  ɑ  t  ɑ  z  ɑ̃  d  j  ɛ  n  
batèm 1.0	bb aa tt ai mm 
batèm 1.0	b  ɑ  t  ɛ  m  
bato 1.0	bb aa tt au 
bato 1.0	b  ɑ  t  o  
bato-la 1.0	bb aa tt au ll aa 
bato-la 1.0	b  ɑ  t  o  l  ɑ  
baw 1.0	bb aa ww 
baw 1.0	b  ɑ  w  
ba-y 1.0	bb aa ii 
ba-y 1.0	b  ɑ  i  
ba’y 1.0	bb aa 
ba’y 1.0	b  ɑ  
bay 1.0	bb aa ii 
bay 1.0	b  ɑ  i  
bayè 1.0	bb aa yy ai 
bayè 1.0	b  ɑ  j  ɛ  
baz 1.0	bb aa 
baz 1.0	bb aa zz 
baz 1.0	b  ɑ  
baz 1.0	b  ɑ  z  
bazil 1.0	bb aa zz ii ll 
bazil 1.0	b  ɑ  z  i  l  
bè 1.0	bb ai 
bè 1.0	b  ɛ  
bèbèl-jolivans 1.0	bb ai bb ai ll jj oo ll ii vv an 
bèbèl-jolivans 1.0	bb ai bb ai ll jj oo ll ii vv an zz 
bèbèl-jolivans 1.0	b  ɛ  b  ɛ  l  ʒ  ɔ  l  i  v  ɑ̃  
bèbèl-jolivans 1.0	b  ɛ  b  ɛ  l  ʒ  ɔ  l  i  v  ɑ̃  z  
bèf 1.0	bb ai ff 
bèf 1.0	b  ɛ  f  
bèj 1.0	bb ai jj 
bèj 1.0	b  ɛ  ʒ  
bèk 1.0	bb ai kk 
bèk 1.0	b  ɛ  k  
bel 1.0	bb ai ll 
bel 1.0	b  ɛ  l  
bèl 1.0	bb ai ll 
bèl 1.0	b  ɛ  l  
bèlbèbèl 1.0	bb ai ll bb ai bb ai ll 
bèlbèbèl 1.0	b  ɛ  l  b  ɛ  b  ɛ  l  
bélétan 1.0	bb ei ll ei tt an 
bélétan 1.0	bb ei ll ei tt an nn 
bélétan 1.0	b  e  l  e  t  ɑ̃  
bélétan 1.0	b  e  l  e  t  ɑ̃  n  
bélizgwatémala 1.0	bb ei ll ii zz gg ww aa tt ei mm aa ll aa 
bélizgwatémala 1.0	b  e  l  i  z  g  w  ɑ  t  e  m  ɑ  l  ɑ  
ben 1.0	bb in 
ben 1.0	bb in nn 
ben 1.0	b  ɛ̃  
ben 1.0	b  ɛ̃  n  
bèsyo 1.0	bb ai zz yy au 
bèsyo 1.0	b  ɛ  z  j  o  
bèt 1.0	bb ai 
bèt 1.0	bb ai tt 
bèt 1.0	b  ɛ  
bèt 1.0	b  ɛ  t  
bèwjèt 1.0	bb ai ww jj ai 
bèwjèt 1.0	bb ai ww jj ai tt 
bèwjèt 1.0	b  ɛ  w  ʒ  ɛ  
bèwjèt 1.0	b  ɛ  w  ʒ  ɛ  t  
bi 1.0	bb ii 
bi 1.0	b  i  
bibliotèk 1.0	bb ii bb ll ii yy oo tt ai kk 
bibliotèk 1.0	b  i  b  l  i  j  ɔ  t  ɛ  k  
bibliotèt 1.0	bb ii bb ll ii yy oo tt ai 
bibliotèt 1.0	bb ii bb ll ii yy oo tt ai tt 
bibliotèt 1.0	b  i  b  l  i  j  ɔ  t  ɛ  
bibliotèt 1.0	b  i  b  l  i  j  ɔ  t  ɛ  t  
bien 1.0	bb yy in 
bien 1.0	bb yy in nn 
bien 1.0	b  j  ɛ̃  
bien 1.0	b  j  ɛ̃  n  
bigin 1.0	bb ii jj in 
bigin 1.0	bb ii jj in nn 
bigin 1.0	b  i  ʒ  ɛ̃  
bigin 1.0	b  i  ʒ  ɛ̃  n  
bin 1.0	bb in 
bin 1.0	bb in nn 
bin 1.0	b  ɛ̃  
bin 1.0	b  ɛ̃  n  
bitabita 1.0	bb ii tt aa bb ii tt aa 
bitabita 1.0	b  i  t  ɑ  b  i  t  ɑ  
bitasyon 1.0	bb ii tt aa zz yy on 
bitasyon 1.0	bb ii tt aa zz yy on nn 
bitasyon 1.0	b  i  t  ɑ  z  j  ɔ̃  
bitasyon 1.0	b  i  t  ɑ  z  j  ɔ̃  n  
biten 1.0	bb ii tt ai nn 
biten 1.0	b  i  t  ɛ  n  
bitin 1.0	bb ii tt in 
bitin 1.0	bb ii tt in nn 
bitin 1.0	b  i  t  ɛ̃  
bitin 1.0	b  i  t  ɛ̃  n  
bityé 1.0	bb ii tt yy ei 
bityé 1.0	b  i  t  j  e  
bizwen 1.0	bb ii zz ww ai nn 
bizwen 1.0	b  i  z  w  ɛ  n  
blakboton 1.0	bb ll aa kk bb oo tt on 
blakboton 1.0	bb ll aa kk bb oo tt on nn 
blakboton 1.0	b  l  ɑ  k  b  ɔ  t  ɔ̃  
blakboton 1.0	b  l  ɑ  k  b  ɔ  t  ɔ̃  n  
blan 1.0	bb ll an 
blan 1.0	bb ll an nn 
blan 1.0	b  l  ɑ̃  
blan 1.0	b  l  ɑ̃  n  
blé 1.0	bb ll ei 
blé 1.0	b  l  e  
bo 1.0	bb au 
bo 1.0	b  o  
boat 1.0	bb oo aa 
boat 1.0	bb oo aa tt 
boat 1.0	b  ɔ  ɑ  
boat 1.0	b  ɔ  ɑ  t  
bobi 1.0	bb oo bb ii 
bobi 1.0	b  ɔ  b  i  
bodé 1.0	bb oo dd ei 
bodé 1.0	b  ɔ  d  e  
bodèl 1.0	bb oo dd ai ll 
bodèl 1.0	b  ɔ  d  ɛ  l  
bodlanmè 1.0	bb oo dd ll an mm ai 
bodlanmè 1.0	b  ɔ  d  l  ɑ̃  m  ɛ  
bokantaj-palé 1.0	bb oo kk an tt aa jj pp aa ll ei 
bokantaj-palé 1.0	b  ɔ  k  ɑ̃  t  ɑ  ʒ  p  ɑ  l  e  
bokanté 1.0	bb oo kk an tt ei 
bokanté 1.0	b  ɔ  k  ɑ̃  t  e  
bokit 1.0	bb oo kk ii 
bokit 1.0	bb oo kk ii tt 
bokit 1.0	b  ɔ  k  i  
bokit 1.0	b  ɔ  k  i  t  
bokou 1.0	bb oo kk ou 
bokou 1.0	b  ɔ  k  u  
bol-a-men 1.0	bb oo ll aa mm ai nn 
bol-a-men 1.0	b  ɔ  l  ɑ  m  ɛ  n  
bon 1.0	bb on 
bon 1.0	bb on nn 
bon 1.0	b  ɔ̃  
bon 1.0	b  ɔ̃  n  
bondyé 1.0	bb on dd yy ei 
bondyé 1.0	b  ɔ̃  d  j  e  
bonjou 1.0	bb on jj ou 
bonjou 1.0	b  ɔ̃  ʒ  u  
bonmoun 1.0	bb on mm ou nn 
bonmoun 1.0	b  ɔ̃  m  u  n  
bonne 1.0	bb oo nn 
bonne 1.0	b  ɔ  n  
bonnom 1.0	bb oo nn on 
bonnom 1.0	b  ɔ  n  ɔ̃  
boskaf 1.0	bb oo ss kk aa ff 
boskaf 1.0	b  ɔ  s  k  ɑ  f  
botan 1.0	bb oo tt an 
botan 1.0	bb oo tt an nn 
botan 1.0	b  ɔ  t  ɑ̃  
botan 1.0	b  ɔ  t  ɑ̃  n  
bouch 1.0	bb ou ch 
bouch 1.0	b  u  ʃ  
bouché 1.0	bb ou ch ei 
bouché 1.0	b  u  ʃ  e  
bouden 1.0	bb ou dd ai nn 
bouden 1.0	b  u  d  ɛ  n  
boug 1.0	bb ou gg 
boug 1.0	bb ou gg kk 
boug 1.0	b  u  g  
boug 1.0	b  u  g  k  
bougenviyé 1.0	bb ou jj an vv ii yy ei 
bougenviyé 1.0	b  u  ʒ  ɑ̃  v  i  j  e  
bougrès 1.0	bb ou gg rr ai 
bougrès 1.0	bb ou gg rr ai zz 
bougrès 1.0	b  u  g  ʁ  ɛ  
bougrès 1.0	b  u  g  ʁ  ɛ  z  
boukit 1.0	bb ou kk ii 
boukit 1.0	bb ou kk ii tt 
boukit 1.0	b  u  k  i  
boukit 1.0	b  u  k  i  t  
boula 1.0	bb ou ll aa 
boula 1.0	b  u  l  ɑ  
boulanger 1.0	bb ou ll an jj ei 
boulanger 1.0	b  u  l  ɑ̃  ʒ  e  
boulèt 1.0	bb ou ll ai 
boulèt 1.0	bb ou ll ai tt 
boulèt 1.0	b  u  l  ɛ  
boulèt 1.0	b  u  l  ɛ  t  
bourg 1.0	bb ou rr 
bourg 1.0	bb ou rr kk 
bourg 1.0	b  u  ʁ  
bourg 1.0	b  u  ʁ  k  
bourgeois 1.0	bb ou rr jj ww aa 
bourgeois 1.0	bb ou rr jj ww aa zz 
bourgeois 1.0	b  u  ʁ  ʒ  w  ɑ  
bourgeois 1.0	b  u  ʁ  ʒ  w  ɑ  z  
bout 1.0	bb ou 
bout 1.0	bb ou tt 
bout 1.0	b  u  
bout 1.0	b  u  t  
boutèy 1.0	bb ou tt ai ii 
boutèy 1.0	b  u  t  ɛ  i  
boutiques 1.0	bb ou tt ii kk 
boutiques 1.0	bb ou tt ii kk zz 
boutiques 1.0	b  u  t  i  k  
boutiques 1.0	b  u  t  i  k  z  
boutt 1.0	bb ou tt 
boutt 1.0	b  u  t  
bra 1.0	bb rr aa 
bra 1.0	b  ʁ  ɑ  
braké 1.0	bb rr aa kk ei 
braké 1.0	b  ʁ  ɑ  k  e  
bravo 1.0	bb rr aa vv au 
bravo 1.0	b  ʁ  ɑ  v  o  
bren 1.0	bb rr ai nn 
bren 1.0	b  ʁ  ɛ  n  
brilé 1.0	bb rr ii ll ei 
brilé 1.0	b  ʁ  i  l  e  
bwa 1.0	bb ww aa 
bwa 1.0	b  w  ɑ  
bwajolan 1.0	bb ww aa jj oo ll an 
bwajolan 1.0	bb ww aa jj oo ll an nn 
bwajolan 1.0	b  w  ɑ  ʒ  ɔ  l  ɑ̃  
bwajolan 1.0	b  w  ɑ  ʒ  ɔ  l  ɑ̃  n  
bwa-koubari 1.0	bb ww aa kk ou bb aa rr ii 
bwa-koubari 1.0	b  w  ɑ  k  u  b  ɑ  ʁ  i  
bwa-la 1.0	bb ww aa ll aa 
bwa-la 1.0	b  w  ɑ  l  ɑ  
bwaré 1.0	bb ww aa rr ei 
bwaré 1.0	b  w  ɑ  ʁ  e  
bwè 1.0	bb ww ai 
bwè 1.0	b  w  ɛ  
bwen 1.0	bb ww ai nn 
bwen 1.0	b  w  ɛ  n  
bwitaj 1.0	bb ww ii tt aa jj 
bwitaj 1.0	b  w  i  t  ɑ  ʒ  
byen 1.0	bb yy in 
byen 1.0	bb yy in nn 
byen 1.0	b  j  ɛ̃  
byen 1.0	b  j  ɛ̃  n  
byendéfwa 1.0	bb yy an dd ei ff ww aa 
byendéfwa 1.0	b  j  ɑ̃  d  e  f  w  ɑ  
byento 1.0	bb yy an tt au 
byento 1.0	b  j  ɑ̃  t  o  
c 1.0	ss ei 
c 1.0	s  e  
ça 1.0	ss aa 
ça 1.0	s  ɑ  
cadeaux 1.0	kk aa dd au 
cadeaux 1.0	kk aa dd au zz 
cadeaux 1.0	k  ɑ  d  o  
cadeaux 1.0	k  ɑ  d  o  z  
canabis 1.0	kk aa nn aa bb ii 
canabis 1.0	kk aa nn aa bb ii zz 
canabis 1.0	k  ɑ  n  ɑ  b  i  
canabis 1.0	k  ɑ  n  ɑ  b  i  z  
canada 1.0	kk aa nn aa dd aa 
canada 1.0	k  ɑ  n  ɑ  d  ɑ  
canal 1.0	kk aa nn aa ll 
canal 1.0	k  ɑ  n  ɑ  l  
canne 1.0	kk aa nn 
canne 1.0	k  ɑ  n  
caraïbe 1.0	kk aa rr aa ii bb 
caraïbe 1.0	k  ɑ  ʁ  ɑ  i  b  
caraïbéen 1.0	kk aa rr aa ii bb ei in 
caraïbéen 1.0	kk aa rr aa ii bb ei in nn 
caraïbéen 1.0	k  ɑ  ʁ  ɑ  i  b  e  ɛ̃  
caraïbéen 1.0	k  ɑ  ʁ  ɑ  i  b  e  ɛ̃  n  
caraibes 1.0	kk aa rr ai bb 
caraibes 1.0	kk aa rr ai bb zz 
caraibes 1.0	k  ɑ  ʁ  ɛ  b  
caraibes 1.0	k  ɑ  ʁ  ɛ  b  z  
carrière 1.0	kk aa rr yy ai rr 
carrière 1.0	k  ɑ  ʁ  j  ɛ  ʁ  
case 1.0	kk aa zz 
case 1.0	k  ɑ  z  
cawo 1.0	kk aa ww au 
cawo 1.0	k  ɑ  w  o  
cayenne 1.0	kk aa yy ai nn 
cayenne 1.0	k  ɑ  j  ɛ  n  
cd 1.0	kk 
cd 1.0	kk tt 
cd 1.0	k  
cd 1.0	k  t  
cela 1.0	ss ee ll aa 
cela 1.0	ss ll aa 
cela 1.0	s  ə  l  ɑ  
cela 1.0	s  l  ɑ  
cendres 1.0	ss an dd rr 
cendres 1.0	ss an dd rr zz 
cendres 1.0	s  ɑ̃  d  ʁ  
cendres 1.0	s  ɑ̃  d  ʁ  z  
cent 1.0	ss an 
cent 1.0	ss an tt 
cent 1.0	s  ɑ̃  
cent 1.0	s  ɑ̃  t  
certains 1.0	ss ai rr tt in 
certains 1.0	ss ai rr tt in zz 
certains 1.0	s  ɛ  ʁ  t  ɛ̃  
certains 1.0	s  ɛ  ʁ  t  ɛ̃  z  
c'est 1.0	kk ai ss tt 
c'est 1.0	k  ɛ  s  t  
c'est-a 1.0	kk ai ss tt aa 
c'est-a 1.0	k  ɛ  s  t  ɑ  
c'était 1.0	kk ei tt ai 
c'était 1.0	kk ei tt ai tt 
c'était 1.0	k  e  t  ɛ  
c'était 1.0	k  e  t  ɛ  t  
chabon 1.0	ch aa bb on 
chabon 1.0	ch aa bb on nn 
chabon 1.0	ʃ  ɑ  b  ɔ̃  
chabon 1.0	ʃ  ɑ  b  ɔ̃  n  
chaché 1.0	ch aa ch ei 
chaché 1.0	ʃ  ɑ  ʃ  e  
chadwon 1.0	ch aa dd ww on 
chadwon 1.0	ch aa dd ww on nn 
chadwon 1.0	ʃ  ɑ  d  w  ɔ̃  
chadwon 1.0	ʃ  ɑ  d  w  ɔ̃  n  
chaj 1.0	ch aa jj 
chaj 1.0	ʃ  ɑ  ʒ  
chak 1.0	ch aa kk 
chak 1.0	ʃ  ɑ  k  
chakfwa 1.0	ch aa kk ff ww aa 
chakfwa 1.0	ʃ  ɑ  k  f  w  ɑ  
chalè 1.0	ch aa ll ai 
chalè 1.0	ʃ  ɑ  l  ɛ  
chalèston 1.0	ch aa ll ai ss tt on 
chalèston 1.0	ch aa ll ai ss tt on nn 
chalèston 1.0	ʃ  ɑ  l  ɛ  s  t  ɔ̃  
chalèston 1.0	ʃ  ɑ  l  ɛ  s  t  ɔ̃  n  
chalviré 1.0	ch aa ll vv ii rr ei 
chalviré 1.0	ʃ  ɑ  l  v  i  ʁ  e  
chanjé 1.0	ch an jj ei 
chanjé 1.0	ʃ  ɑ̃  ʒ  e  
channda 1.0	ch an nn dd aa 
channda 1.0	ʃ  ɑ̃  n  d  ɑ  
chanté 1.0	ch an tt ei 
chanté 1.0	ʃ  ɑ̃  t  e  
chanté-y 1.0	ch an tt ei ii 
chanté-y 1.0	ʃ  ɑ̃  t  e  i  
chapé 1.0	ch aa pp ei 
chapé 1.0	ʃ  ɑ  p  e  
chapo 1.0	ch aa pp au 
chapo 1.0	ʃ  ɑ  p  o  
charles 1.0	ch aa rr ll 
charles 1.0	ch aa rr ll zz 
charles 1.0	ʃ  ɑ  ʁ  l  
charles 1.0	ʃ  ɑ  ʁ  l  z  
chaspann 1.0	ch aa ss pp an nn 
chaspann 1.0	ʃ  ɑ  s  p  ɑ̃  n  
chat 1.0	ch aa 
chat 1.0	ch aa tt 
chat 1.0	ʃ  ɑ  
chat 1.0	ʃ  ɑ  t  
chatobren 1.0	ch aa tt oo bb rr ai nn 
chatobren 1.0	ʃ  ɑ  t  ɔ  b  ʁ  ɛ  n  
chatouyé 1.0	ch aa tt ou yy ei 
chatouyé 1.0	ʃ  ɑ  t  u  j  e  
chauvinisme 1.0	ch au vv ii nn ii ss mm 
chauvinisme 1.0	ch au vv ii nn ii ss mm ee 
chauvinisme 1.0	ʃ  o  v  i  n  i  s  m  
chauvinisme 1.0	ʃ  o  v  i  n  i  s  m  ə  
chayé 1.0	ch ei yy ei 
chayé 1.0	ʃ  e  j  e  
chayé’y 1.0	ch ei yy ei 
chayé’y 1.0	ʃ  e  j  e  
chè 1.0	ch ai 
chè 1.0	ʃ  ɛ  
chèche 1.0	ch ai ch 
chèche 1.0	ʃ  ɛ  ʃ  
chèché 1.0	ch ai ch ei 
chèché 1.0	ʃ  ɛ  ʃ  e  
chèchè 1.0	ch ai ch ai 
chèchè 1.0	ʃ  ɛ  ʃ  ɛ  
chèlchè 1.0	ch ai ll ch ai 
chèlchè 1.0	ʃ  ɛ  l  ʃ  ɛ  
chenil-la 1.0	ch ee nn ii ll ll aa 
chenil-la 1.0	ch nn ii ll ll aa 
chenil-la 1.0	ʃ  ə  n  i  l  l  ɑ  
chenil-la 1.0	ʃ  n  i  l  l  ɑ  
chenn 1.0	ch an nn 
chenn 1.0	ʃ  ɑ̃  n  
chenn-lasa 1.0	ch an nn ll aa zz aa 
chenn-lasa 1.0	ʃ  ɑ̃  n  l  ɑ  z  ɑ  
chié 1.0	ch yy ei 
chié 1.0	ʃ  j  e  
chimen 1.0	ch ii mm ai nn 
chimen 1.0	ʃ  i  m  ɛ  n  
chimen-la 1.0	ch ii mm ai nn ll aa 
chimen-la 1.0	ʃ  i  m  ɛ  n  l  ɑ  
chimiz 1.0	ch ii mm ii 
chimiz 1.0	ch ii mm ii zz 
chimiz 1.0	ʃ  i  m  i  
chimiz 1.0	ʃ  i  m  i  z  
chiraj 1.0	ch ii rr aa jj 
chiraj 1.0	ʃ  i  ʁ  ɑ  ʒ  
chiré 1.0	ch ii rr ei 
chiré 1.0	ʃ  i  ʁ  e  
chivé 1.0	ch ii vv ei 
chivé 1.0	ʃ  i  v  e  
chivè 1.0	ch ii vv ai 
chivè 1.0	ʃ  i  v  ɛ  
chivé-la 1.0	ch ii vv ei ll aa 
chivé-la 1.0	ʃ  i  v  e  l  ɑ  
chivé-lasa 1.0	ch ii vv ei ll aa zz aa 
chivé-lasa 1.0	ʃ  i  v  e  l  ɑ  z  ɑ  
cho 1.0	ch au 
cho 1.0	ʃ  o  
chomaj 1.0	ch oo mm aa jj 
chomaj 1.0	ʃ  ɔ  m  ɑ  ʒ  
chonjé 1.0	ch on jj ei 
chonjé 1.0	ʃ  ɔ̃  ʒ  e  
chou 1.0	ch ou 
chou 1.0	ʃ  u  
chouboulé 1.0	ch ou bb ou ll ei 
chouboulé 1.0	ʃ  u  b  u  l  e  
chouk 1.0	ch ou kk 
chouk 1.0	ʃ  u  k  
chouké 1.0	ch ou kk ei 
chouké 1.0	ʃ  u  k  e  
choz 1.0	ch oo 
choz 1.0	ch oo zz 
choz 1.0	ʃ  ɔ  
choz 1.0	ʃ  ɔ  z  
chwazi 1.0	kk ww aa zz ii 
chwazi 1.0	k  w  ɑ  z  i  
codonnier 1.0	kk oo dd oo nn yy ei 
codonnier 1.0	k  ɔ  d  ɔ  ɲ  e  
coloniales 1.0	kk oo ll oo nn yy aa ll 
coloniales 1.0	kk oo ll oo nn yy aa ll zz 
coloniales 1.0	k  ɔ  l  ɔ  ɲ  ɑ  l  
coloniales 1.0	k  ɔ  l  ɔ  ɲ  ɑ  l  z  
colonisation 1.0	kk oo ll oo nn ii zz aa ss yy on 
colonisation 1.0	kk oo ll oo nn ii zz aa ss yy on nn 
colonisation 1.0	k  ɔ  l  ɔ  n  i  z  ɑ  s  j  ɔ̃  
colonisation 1.0	k  ɔ  l  ɔ  n  i  z  ɑ  s  j  ɔ̃  n  
comme 1.0	kk oo mm 
comme 1.0	k  ɔ  m  
comment 1.0	kk oo mm an 
comment 1.0	kk oo mm an tt 
comment 1.0	k  ɔ  m  ɑ̃  
comment 1.0	k  ɔ  m  ɑ̃  t  
commin 1.0	kk oo mm in 
commin 1.0	kk oo mm in nn 
commin 1.0	k  ɔ  m  ɛ̃  
commin 1.0	k  ɔ  m  ɛ̃  n  
commonwealth 1.0	kk oo mm oo nn ww ai ll ss 
commonwealth 1.0	k  ɔ  m  ɔ  n  w  ɛ  l  s  
compouanne 1.0	kk on pp ou aa nn 
compouanne 1.0	k  ɔ̃  p  u  ɑ  n  
compte 1.0	kk on tt 
compte 1.0	k  ɔ̃  t  
con 1.0	kk on 
con 1.0	kk on nn 
con 1.0	k  ɔ̃  
con 1.0	k  ɔ̃  n  
conténances 1.0	kk on tt ei nn an ss 
conténances 1.0	k  ɔ̃  t  e  n  ɑ̃  s  
continent 1.0	kk on tt ii nn an 
continent 1.0	kk on tt ii nn an tt 
continent 1.0	k  ɔ̃  t  i  n  ɑ̃  
continent 1.0	k  ɔ̃  t  i  n  ɑ̃  t  
continuité 1.0	kk on tt ii nn uy ii tt ei 
continuité 1.0	k  ɔ̃  t  i  n  ɥ  i  t  e  
contre 1.0	kk on tt rr 
contre 1.0	kk on tt rr ee 
contre 1.0	k  ɔ̃  t  ʁ  
contre 1.0	k  ɔ̃  t  ʁ  ə  
convient 1.0	kk on vv ii 
convient 1.0	kk on vv ii tt 
convient 1.0	kk on vv yy in 
convient 1.0	kk on vv yy in tt 
convient 1.0	k  ɔ̃  v  i  
convient 1.0	k  ɔ̃  v  i  t  
convient 1.0	k  ɔ̃  v  j  ɛ̃  
convient 1.0	k  ɔ̃  v  j  ɛ̃  t  
cornely 1.0	kk oo rr nn ee ll ii 
cornely 1.0	kk oo rr nn ll ii 
cornely 1.0	k  ɔ  ʁ  n  ə  l  i  
cornely 1.0	k  ɔ  ʁ  n  l  i  
côté 1.0	kk au tt ei 
côté 1.0	k  o  t  e  
couè 1.0	kk ou ai 
couè 1.0	k  u  ɛ  
couillon 1.0	kk ou yy on 
couillon 1.0	kk ou yy on nn 
couillon 1.0	k  u  j  ɔ̃  
couillon 1.0	k  u  j  ɔ̃  n  
couple 1.0	kk ou pp ll 
couple 1.0	kk ou pp ll ee 
couple 1.0	k  u  p  l  
couple 1.0	k  u  p  l  ə  
couples 1.0	kk ou pp ll 
couples 1.0	kk ou pp ll zz 
couples 1.0	k  u  p  l  
couples 1.0	k  u  p  l  z  
couter 1.0	kk ou tt ei 
couter 1.0	k  u  t  e  
crêche 1.0	kk rr ai ch 
crêche 1.0	k  ʁ  ɛ  ʃ  
cuisine 1.0	kk uy ii zz ii nn 
cuisine 1.0	k  ɥ  i  z  i  n  
cuisson 1.0	kk uy ii ss on 
cuisson 1.0	kk uy ii ss on nn 
cuisson 1.0	k  ɥ  i  s  ɔ̃  
cuisson 1.0	k  ɥ  i  s  ɔ̃  n  
cul 1.0	kk uu 
cul 1.0	k  y  
culturelle 1.0	kk uu ll tt uu rr ai ll 
culturelle 1.0	k  y  l  t  y  ʁ  ɛ  l  
cyclone 1.0	ss ii kk ll au nn 
cyclone 1.0	s  i  k  l  o  n  
dabitid 1.0	dd aa bb ii tt ii 
dabitid 1.0	dd aa bb ii tt ii tt 
dabitid 1.0	d  ɑ  b  i  t  i  
dabitid 1.0	d  ɑ  b  i  t  i  t  
dabo 1.0	dd aa bb au 
dabo 1.0	d  ɑ  b  o  
dabow 1.0	dd aa bb oo ww 
dabow 1.0	d  ɑ  b  ɔ  w  
d'acteur 1.0	dd aa kk tt oe rr 
d'acteur 1.0	d  ɑ  k  t  œ  ʁ  
dada 1.0	dd aa dd aa 
dada 1.0	d  ɑ  d  ɑ  
dako 1.0	dd aa kk au 
dako 1.0	d  ɑ  k  o  
dan 1.0	dd aa nn 
dan 1.0	d  ɑ  n  
danmyé 1.0	dd an mm yy ei 
danmyé 1.0	d  ɑ̃  m  j  e  
dannkit 1.0	dd an nn kk ii 
dannkit 1.0	dd an nn kk ii tt 
dannkit 1.0	d  ɑ̃  n  k  i  
dannkit 1.0	d  ɑ̃  n  k  i  t  
dans 1.0	dd an 
dans 1.0	dd an zz 
dans 1.0	d  ɑ̃  
dans 1.0	d  ɑ̃  z  
dansé 1.0	dd an ss ei 
dansé 1.0	d  ɑ̃  s  e  
dansé-y 1.0	dd an ss ei ii 
dansé-y 1.0	d  ɑ̃  s  e  i  
dantis 1.0	dd an tt ii 
dantis 1.0	dd an tt ii zz 
dantis 1.0	d  ɑ̃  t  i  
dantis 1.0	d  ɑ̃  t  i  z  
dapré 1.0	dd aa pp rr ei 
dapré 1.0	d  ɑ  p  ʁ  e  
daprè 1.0	dd aa pp rr ai 
daprè 1.0	d  ɑ  p  ʁ  ɛ  
daré 1.0	dd aa rr ei 
daré 1.0	d  ɑ  ʁ  e  
darivé 1.0	dd aa rr ii vv ei 
darivé 1.0	d  ɑ  ʁ  i  v  e  
d'autre 1.0	dd au tt rr 
d'autre 1.0	dd au tt rr ee 
d'autre 1.0	d  o  t  ʁ  
d'autre 1.0	d  o  t  ʁ  ə  
d'autres 1.0	dd au tt rr 
d'autres 1.0	dd au tt rr zz 
d'autres 1.0	d  o  t  ʁ  
d'autres 1.0	d  o  t  ʁ  z  
david 1.0	dd aa vv ii 
david 1.0	dd aa vv ii tt 
david 1.0	d  ɑ  v  i  
david 1.0	d  ɑ  v  i  t  
d'avoir 1.0	dd aa vv ww aa rr 
d'avoir 1.0	d  ɑ  v  w  ɑ  ʁ  
davwa 1.0	dd aa vv ww aa 
davwa 1.0	d  ɑ  v  w  ɑ  
dayè 1.0	dd ai yy ai 
dayè 1.0	d  ɛ  j  ɛ  
de 1.0	dd 
de 1.0	dd ee 
de 1.0	d  
de 1.0	d  ə  
dé 1.0	dd ei 
dé 1.0	d  e  
dè 1.0	dd ai 
dè 1.0	d  ɛ  
déba 1.0	dd ei bb aa 
déba 1.0	d  e  b  ɑ  
débaké 1.0	dd ei bb aa kk ei 
débaké 1.0	d  e  b  ɑ  k  e  
débodéman 1.0	dd ei bb oo dd ei mm an 
débodéman 1.0	dd ei bb oo dd ei mm an nn 
débodéman 1.0	d  e  b  ɔ  d  e  m  ɑ̃  
débodéman 1.0	d  e  b  ɔ  d  e  m  ɑ̃  n  
débouya 1.0	dd ei bb ou yy aa 
débouya 1.0	d  e  b  u  j  ɑ  
débouya-lasa 1.0	dd ei bb ou yy aa ll aa zz aa 
débouya-lasa 1.0	d  e  b  u  j  ɑ  l  ɑ  z  ɑ  
découverte 1.0	dd ei kk ou vv ai rr tt 
découverte 1.0	dd ei kk ou vv ai rr tt ee 
découverte 1.0	d  e  k  u  v  ɛ  ʁ  t  
découverte 1.0	d  e  k  u  v  ɛ  ʁ  t  ə  
dédé 1.0	dd ei dd ei 
dédé 1.0	d  e  d  e  
dédu 1.0	dd ei dd uu 
dédu 1.0	d  e  d  y  
défilé 1.0	dd ei ff ii ll ei 
défilé 1.0	d  e  f  i  l  e  
dégajé 1.0	dd ei gg aa jj ei 
dégajé 1.0	d  e  g  ɑ  ʒ  e  
dégenn 1.0	dd ei jj an nn 
dégenn 1.0	d  e  ʒ  ɑ̃  n  
dégizé 1.0	dd ei jj ii zz ei 
dégizé 1.0	d  e  ʒ  i  z  e  
dègné 1.0	dd ai nn yy ei 
dègné 1.0	d  ɛ  ɲ  e  
